,comment
181,"Als Knossi „zwickts mi“ gesungen hat, bin ich als Österreicher zusammengebrochen vor Lachen Absoluter Lieblingskandidat! Wahnsinn, die Unterhaltung die er uns bringt! Mega "
182,"Ich war so doof und hab Otto die Personal Challenge abgenommen.  Well played, Otto, well played."
183,Alter Sabrina hat keine einzige Challenge richtig gemacht . Sorry aber die war echt fehl am Platz.
184,An alle die noch drin sind...Respekt an euch
185,Was Fritz nicht weiß: Sascha hat nur noch eine Machete und Joris hat seinen Feuerstahl am Tag davor verloren... xD
186,"An Tag 6 aufgeben nur weil das Schelter kaputt ist, weil man zu dicht am Wasser gebaut hat? Kann ich nicht verstehen  Schade Marmelade"
187,"7 vs Wild muss safe im tiefsten Alaska stattfinden. Eiskalt, Schneesturm! Würde ich feiern"
188,Sascha geht einfach bei Gewitter auf Tauchstation 
189,"Mein größten Respekt an die Pflanze die es geschafft hat das Otto eine kleine Verletzung hat, dachte er kriegt die bei einem Kampf mit einem Krokodil."
190,"Die Frage die wir uns doch alle stellen ist, ob Knossi diesmal wirklich nur die halbe Kippe geraucht hat?!"
191,"also ich finde es anfangs de erste 3 tage sogar gut , mittlerweile denke ich drüber es hätte allen mehr Spass gemacht mit 7 Gegenständen. Grad auch wieder Neues Terrain. Und einfach für alle die Gleichen Möglichkeien. Im Prinzip soll ja nicht unbedingt einer Verliern."
192,"Frauen vorher: ICH WERDE ES ALLEN BEWEISEN IHR WERDET SCHON SEHEN
Frauen danach: Hauptsache ich bin zufrieden ich muss niemandem was beweisen "
193,"Und damit ist aus dem Format 6 VS. Wild jetzt 5 VS. Wild Geworden....

Und für die Challange an Tag 7 kann ich mir Sehr Gut Vorstellen das die Teilnehmer 1 Extra Tag dort blieben müssen so als Finale Challange so wie wir Max und Johannes kennen. "
194,Ottos Challenge—Witz hat mich so gekillt
195,"Ganz ehrlich, sascha und knossi sind 2 so positive Menschen. Die 2 machen dieses ganze Format so sehenswert, da kann sich echt jeder eine Scheibe von abschneiden. Mich selbst nicht ausgeschlossen."
196,"Die Stimme, die die Challenge vorliest. Gänsehaut "
197,So geil alle leiden und Otto hat den Spaß seines Lebens xD
198,alles über paar stunden ist schon mehr als ich könnte :D @sabrina und @nova mad respect^^
199,Geil wie Knossi an Tag 6 Regieanweisungen gibt 
200,"Erstaunlich dass Sabrina überhaupt so lange durchgehalten halt, so weinerlich und frei von Elan sie doch seit Tag 1 unterwegs war"
201,"Otto muss bei einer nächsten Staffel wieder dabei sein, dass er sein Potenzial komplett ausleben kann!"
202,56:35 Dass Knossi den Ambros rauslässt ist ja mein Highlight der Folge! Zwickts mi!
203,"Respekt allen gegenüber, die noch dabei sind, obwohl sie gesundheitliche Probleme haben: Otto hat Rücken, Sascha den Durchmarsch, Knossie Zahnschmerzen, Fritz ist schon fast im Delirium... Joris scheint noch am wenigsten Beschwerden zu haben..."
204,"Es ist schon krass, dass so ein heftiges Format kostenlos auf YouTube läuft"
205,"Lieb's, dass Otto an Tag 6 anfängt, sich einen Shelter zu bauen.  Besser spät als nie!"
206,Otto ist so ein geiler Typ ey noch Witze machen bei der Aufgabe 
207,"Gut von Sascha, dass er nochmal daran erinnert, dass wir mehr auf unsere Körper achten und Vorsorge betreiben müssen.
Das neue Jahr fängt gleich an. Für das nehme mir auf alle Fälle vor, mehr dafür zu machen. Das ist immer haltbar, also macht mit!"
208,Respekt an jeden. Schade das Sabrina draußen ist trotzdem gut gekämpft
209,"Knossi: Tut sich damit schwer nur die halbe Zigarette zu rauchen
Joris: Hat die Hoffnung für Feuer aufgegeben
Sascha: Verliert noch immer weitere Muskelmasse
Otto: Ist traurig dass es nur noch 2 Nächte sind"
210,Also ich finde dieses Projekt eh komplett krass!Aber was ich an erschdaunlichsten finde ist das die leute das wirklich bis zum ende durchziehen ich würde mich zwar auf die insel trauen aber könnte da nicht schlafen weil ich angst hätte von nem korokodil gegessen zu werden.Also wirklich mein krassester RESPEKT an das orga team und die Teilnehmer!
211,Joris ist ein Punkt hinter Otto. Auch Joris verliert seinen Feuerstein 1 Tag vor einer Temperatur Challenge. Yikes
212,Hut ab Sabrina das du 6 Tage durchgehalten hast :-)
213,"Wie Sascha einfach mal so die Vorsorgeuntersuchung erfindet…. Oh, wait! "
214,Respekt an Sabrina. Selbst zu entscheiden wann es genug ist und sich selbst gut zu lesen ist eine Kunst die dir in vielen Fällen das Leben rettet.
215,"Saschas spot ist wirklich unglaublich heftig. Nur große Steine bei denen das laufen so dermaßen schwer und mühsam ist und wenn die Flut kommt kein Platz zum Ausweichen 
Echt Respekt es da auszuhalten"
216,"Joris, es macht echt Spaß dir zuzuschauen. Erstaunlich, wie du die Challenges meisterst. "
217,"Sascha hat so Recht bezüglich sich selbst durchchecken lassen, darüber habe ich schon öfter nachgedacht, aber wenn man darüber dann mit irgendwem redet, sind die meisten der Meinung es sei unnötig, aber man könnte bei einigen bestimmt etwas entdecken und dies behandeln."
218,"Wie sehr muss es Joris eigentlich wehtun, Knossi jedesmal zu sehen, wie der aus allem und bei Regen mal eben ein Feuer anfurzt?"
219,"Fazit: in den Tropen zu überleben ist echt hart.
P.S.: Respekt an Knossi"
220,"Zu Saschas Frage warum man nicht als Mensch jährlich ins Krankenhaus geht, zu einer Kontrolle möchte ich sagen dass es tatsächlich sinnvoll ist der regelmäßige Besuch wie z.b einmal im Jahr beim Hausarzt allerdings ausreicht und man die eh schon überlasteten Krankenhäuser noch mehr belastet bzw. würden die einen wahrscheinlich auch an den Hausarzt verweisen"
221,"Sabrina: sitzt freudestrahlend vor ihrem zusammen gebrochenen Shelter 
Joris: kann immer noch kein Feuer machen 
Knossi: wird offiziell zum König des Dschungels gekrönt 
Sascha: spürt den Zorn des Zeus und vergisst trotzdem nicht den Formcheck"
222,"Knossi: gehts garnich gut
Joris: hat kein feuer, ansonsten alles ok
Sascha: wird früher oder später weggespült werden. (Er weiß es, ignoriert es aber gekonnt)
Sabrina: so lala"
223,"Knossi: ich penne heute an der Palme, weil die Hängematte nass ist.
Sabrina: Schlelter kaputt, ich drück den Knopf."
224,"43:00 cool, dass Joris jetzt auch eine Postanschrift mit Hausnummer auf der Insel hat. 
Isla San José, Krokodil und Walbucht, Hausnummer 3 "
225,"""Wie Prinz Marcus, das Schwert da rauszieht"" fast richtig, Knossi"
226,"Sascha: ""Ich bin extra runtergetaucht aber das Teil funktioniert nicht"" Made my day!"
227,Otto ist einfach der Beste xD Ich wünschte Otto wäre auch mein Vater! :(
228,"Sascha einfach mit so einer perfekten Aussage 
Bleibt gesund Leute "
229,"Neues Trinkspiel: Einen Shot Alge kippen immer wenn Sascha auf Österreichisch ""Schaißé"" sagt."
230,Zum einschlafen eine sehr gute Folge....
231,"Sabrina bricht lieber ab als 1 Tag im regen zu stehen, ich steh schon mein ganzes leben im Regen"
232,Fritz einfach mvp  musste mich wegschmeißen bei seiner trockenen Art und der Zusammenfassung seiner situation. Und er scheint auch langsam durchzudrehen 
233,Was für eine Hammer folge!
234,"Knossi wird wahnsinnig und findets geil, lieben wir "
235,"Otto du schaffst das.
Allzeit Glück Ab 🫡"
236,"Respekt für Sabrina, sie hat echt lange durchgehalten"
237,Tolle Leistung Sabrina 
238,Vorschlag: Kann Otto einfach noch 2 Wochen da bleiben? Da würde doch sicher noch mega genialer Content bei rumkommen und er muss doch noch das Krakadil treffen 
239,Bohr wie krass das ist das der Fritz spuren von einem T-Rex findet einfach unglaublich ;DDD
240,Endlich mal ein ernstzunehmender Spartiatenschrei 
241,"Von mir den höchsten Respekt, ich weiß nicht ob ich das geschafft hätte! PS: Ich wiederhole mich: Respekt Sabrina!"
242,"Knossi, einfach Comedy Gold."
243,"Natürlich Respekt an alle, die dort teilnehmen, egal wie lange sie es letztendlich durchziehen. Aber ich bin schon echt traurig darüber, dass die einzigen zwei Frauen die ersten sind, die raus sind."
244,"3:14 Sabrina
9:32 Joris
10:32 Challenge Tag 6
13:15 Fritz"
245,"Sascha: ""Gesundheit ist das aller wichtigste.""

Auch Sascha: geht bei Gewitter mal eben im Meer schwimmen... "
246,Fritz haut die memes auf tropische Art raus
247,Für mich und das ist meine persönliche Meinung hat Knossi das von allen Teilnehmern auch von den survival Profis es am besten gemacht. Einfach krass! ️
248,Otto hat jetzt einfach ne richtige Schusswaffe und knossi erzählt die Legende von Prinz Marcus. Top
249,"Wenn ich ehrlich bin schaue ich diese Serie unter Anderem, weil ich wissen will wie sich Knossi schlägt. Eine Person in diesem Game wer so einen ultimativen Unterhaltungswert hat."
250,Ich habe wirklich kurz gedacht dass Otto ein speziales Challenge hat 
251,Knossi einfach der Feuermeister der sogar im Nassen mit Bambusraspeln eine Flamme hinbekommt
252,Ich hab bei dem Intro immernoch Gänsehaut
253,Knossi hat den DschungelStyle angenommen. Ich liebe ihn.️
254,Wer kennt ihn nicht - Prinz Marcus der das Schwert ausm Stein zieht 
255,"Sascha, top und wird immer besser."
256,"56:12 kompletter lachflash beim Gedanken, Prinz Marcus zuzuschauen wie er komplett auf koks ein Schwert aus dem Stein ziehen versucht"
257,"Outtake Tag 6: Sascha zum Messgerät: “Bist da deppert? No f*cking excuses, auch unter Wasser nicht!”"
258,"Otto hat in jeder Hinsicht die besten Voraussetzungen. Das muss man schon erkennen. Aber abgesehen davon, dass er viel zu spät den richtigen Platz für den Unterstand herausfindet, überzeugt er mich in Vorgehen und Selbstdarstellung am meisten. Vermutlich hat ja der Knossi gewonnen. Bei mir aber wäre Otto auf Platz 1, vor Fritz auf 2."
259,An Ottos Aufnahmen sieht man wieder sehr gut was Wasser für eine unfassbare Kraft hat.
260,Ich hab Otto die ausgedachte Challenge abgekauft 
261,"Respekt an das Krokodil, dass es nicht schon aus Angst und Verfolgungswahn von Otto code red gedrückt hat."
262,Wie aber auch bis Tag 6 genauso viele ausgeschieden sind wie letzte Staffel an Tag 1 
263,"""Wer ein Feuerstahl hat ist klar im Vorteil."" 2 sind schon raus Fritz und Otto haben keinen Feuerstahl also wirds etwas schwer mit Feuer. Joris hat seinen verloren und Sascha hat seinen vergraben. Also hat nur noch Knossi einen Feuerstahl."
264,Ich dachte wirklich das Otto eine persönliche Aufgabe hatt. Ich meine ich hätte es ihm zugetraut 
265,Man kann halt nicht alles unter wasser packen aber Respekt an alle ihr seit Bombe
266,"Hatte  das Gefühl das Sabrina einfach keine Lust mehr hatte. Das Dach könnte sie wieder aufbauen. 
Man wird doch noch ein paar Tage ohne seine ""LIEBEN"" auskommen."
267,"Saschas Worte zur Vorsorge, sehr wichtig!"
268,Ich mag Knossi seit der Serie echt so gerne.
269,Knossi trägt einfach mit seinem Humor und seiner Art die ganze Sendung. Love you Knossi
270,"Come on. Safety first. Wenn du Respekt gegenüber der Naturgewalt hast, dann machst du nichts falsch. Und wenn es in Angst überschwappt, erst recht! Alles richtig gemacht :) War toll dir zuzusehen, NEXT! :D"
271,Fritz beschwert sich über Fieber bei einer Temperatur Challenge 
272,Otto immer topmotivirt
273,Frag eigentlich nur Ich mich was mit Sascha seinen Gegenständen ist ? Ob die nun noch da begraben liegen oder ob Die Flut sie sich geholt hat . Auf jeden Fall Respekt das er das so durchzieht !
274,Freu mich jetzt schon auf die Reaktion von Knospe auf die Seahawk 2 hahahah
275,"Danke an alle, die an diesem krassen Projekt mitarbeiten. Und Respekt an alle, die in diesem Projekt mitmachen."
276,"Ich find Sabrina hat sich so gut geschlagen und ein echt tolles shelter gebaut, hat sich wieder hoch gekämpft nach ihren Tiefs und für die Frauen echt gut gekämpft. Aber ganz verstanden habe ich ihre Entscheidung trotzdem nicht. Es war ja nicht mehr viel Zeit dort auf der Insel. Allein deswegen dachte ich, dass sie die paar Stunden noch aushält. "
277,"Schade, dass Sabrina aufgegeben hat. Sie hat das so gut gemacht."
278,Der Saschka Move war echt das Highlight
279,"Bei der Abholung im Vergleich zur ersten haben die irgendwie die Epic vergessen, aber die erste is auch schwer zu topen. Yfood Werbung...nix. Aber Knossi der alt Fuchs schöner Moment  geil umgesetzt nice"
280,1:19:15 Was ein schönes Einhorn Otto da auf seinem Rucksack hat 
281,"Erstmal geglaubt, dass Otto eine eigene Challenge hat, wegen den Krokodil Infos, also, dass man Wochen davor genau 2 gesehen hat  Feier ihn so sehr, ist nach wie vor mein Favorit "
282,"Großer Respekt an Sabrina, schade das sie nicht noch den letzten Tag durchgezogen hat. War aber sehr sehr Unterhaltsam und definitiv in meiner persönlichen Top 3"
283,Knossi bester gag....Prinz Marcus zieht das Schwert aus dem Stein 
284,Verstehe nicht wie man so kurz vor dem Ziel aufgeben kann...
285,"Wie Knossi ""Zwickts Mi"" singt   Das feier ich als Wienerin ️"
286,"Sabrina bricht wegen sowas ab.... Und dann schaut euch Knossl an, eine Kampfmaschine durch & durch. Der ist mental stärker als jeder andere dort"
287,"Einfach mal fetten Respekt an alle, egal wie lang man durchhält, allein es zu versuchen und mitzumachen find ich sooo krass!"
288,"f an Joris (bezüglich der Challenge)
30:00 kurz Monte geworden 
Otto hat mich so gebaited beim Vorlesen; unglaublich gut"
289,"Knossi: 
aimed mit der Temp-Pistole auf die Puppe ohne Kopf und sagt ""komm Junge (piep), down record""

Ich hau mich weg "
290,"38:40 dega wie gut hat Otto das bitte rübergebracht!!
habs voll geglaubt hahaha"
291,Knossi sagt zur Legende von King Arthur einfach Prinz Marcus XD Ich kann nicht mehr
292,"38:33 ... Hand aufs Herz,  er hatte mich! Und ehrlich gesagt, ich hab mich schon darauf gefreut ;D"
293,"Knossi: ""Es ist eiskalt und windig"".
Otto: ""Heute ist ein sehr schön diesiger Tag und man kriegt keinen Sonnenbrand."
294,38:34 Ottos Persönliche Challenge hätte ich zu hart gefeiert
295,wie Knossi einfach auf DEM THRON sitzend einen österreichischen Klassiker raushaut :D
296,"Mal wieder nice folge ich fand nur bei der Abholung die Musik zu laut im Vergleich zum rest der folge mir hat es die Ohren weggeblasen XD und ich fand das die epische/Spannung Musik bei der Abholung nicht hätte sein müssen, weil man ja davor gesehen hat das Sabrina nicht wegen Isolation oder ner Verletzung raus ist also war da ja gar keine Spannung/Event da was so ne epische Einleitung gebraucht hätte."
297,Knossi einfach der geborene Entertainer
298,"Otto hätte das Messgerät auf sich selbst halten müssen, weil er ist eiskalt"
299,Unfassbar wie hart diese Insel ist und was die Teilnehmer da durchstehen müssen. Grossen Respekt an alle.
300,war wieder mal beste Unterhaltung
301,Wäre der größte Witz wenn Joris am letzten Tag doch noch Feuer anbekommt.
302,Tag sechs und Knossi kommt endlich an meiner Meinung 
303,"Das Meer hat echt Glück, dass Otto auf seinem Umwelttrip ist, sonst wäre es schon weg"
304,"Ich finde es einfach jedes Mal wieder krass, wie genial Otto  ist. Für ihn ist das nicht nur wie ein geiler Urlaub, sondern er macht sich echt Gedanken um die Natur und ist allgemein so ausgeglichen, positiv und entspannt...Von ihm kann sich echt jeder ne Scheibe abschneiden"
305,Ich hatte schon zu Folge 2 gesagt: Bei einer Sturmflut werden alle weggespült. Der Müll liegt ja nicht umsonst so hoch oben am Strand.
306,"Wie sehr wir und unsere Gesundheit Sascha am Herzen liegen ️

Er ist ein echter Motivator  und ein herzensguter Mensch. Ich glaube er würde ohne mit der Wimper zu zucken sein Leben für seine Freunde geben."
307,30:12 war so geil als knossi einfach die coconut weg yetet
308,"Oh Sabrina hätte ich nicht gedacht. Klasse Folge, ich möchte da mit keinem Tauschen. Auch an manche die hier kommentieren es tut mir leid für euch das ihr zu gefrustet und unzufrieden seid, muss man aber nicht an anderen auslassen. Wenns euch nicht gefällt schaut einfach was anderes...Hatekommentare dazu die verschmutzen Strände zeigt mal wieder ganz klar wie fie Gesellschaft so drauf ist."
309,dieser übergang von knossi zu sascha war so geil hahahahahah
310,Respekt an Sascha der das Thermometer kaputt gemacht hat 
311,Die Überleitung zu Sascha mega
312,Knossi wirkt erstaunlich frisch u. motiviert und gewinnt mal eben so die Challenge ;-)
313,Wie krass hat joris das bitte mit der Temperatur hinbekommen?
314,"Alle (außer Otto): „es ist so kalt“

Otto: läuft immer noch halbnackt rum "
315,wie geil wäre es wenn Otto wirklich die krokodil challenge bekommen hätte 
316,Als Otto seine challenge vorgelesen hat habe ich ihm halt ehrlich geglaubt 
317,"""Du musst hart sein wenn der Dschungel weint!"" Ist das neue ""Hyped, Bock, Angriff!"""
318,"Ich finds schon interessant, dass knossi lieber ewig rumsteht als zu versuchen sich ein Dach zu bauen."
319,"56:10 Wer kennt ihn nicht, Prinz Marcus der nach einer Line Koks das Schwert ausm Stein zieht "
320,Knossi hat’s bei der challenge einfach am einfachsten
321,"Dass bei Knossi die Puppe am kältesten ist ist irgendwie gruselig... Er und Joris müssen unbedingt ihre Teile der Puppe Vereinen um den Fluch der Insel zu bannen.

Ach ja, König Markus und sein treues Schwert X-Kaliber"
322,"Schön zu sehen, dass Knossi auch ohne seinen üblichen Zunder Feuer angekriegt hat."
323,"38:32 Wie Otto das vorliest, habs direkt geglaubt"
324,"Joris ist so stark und mittlerweile so ein vertrautes Gesicht der Serie, dass ich ständig vergesse, dass er zuvor gar nicht bekannt auf YT war
Was für eine starke Persönlichkeit er hat!"
325,"Man berichtet, dass der Baum den Kontakt mit Otto nicht überstanden hat. Wie locker Otto das so wegsteckt. 
Nach wie vor bietet Knossi den größten Unterhaltungswert. Er ist viel widerstandsfähiger als man erwarten durfte. Dicken Daumen nach oben!"
326,Sascha einfach mal das Elektrogeräte-Game durchgespielt.
327,38:29 Otto nimmt alle Hops 
328,"Schlau gemacht von Sabrina es so zu verkaufen als hätte sie aufgegeben, weil es zu gefährlich war… sie hatte nur keine Lust ihren Unterschlupf wieder aufzubauen :D"
329,Sabrinas Abgang ist in etwa so wie wenn ich meinen Chef anrufe und ihm bestens gelaunt erklär warum ich kein bock hab zur Arbeit zu kommen
330,"Dank Knossi weiss ich nun endlich, dass nicht King Arthur  Excalibur aus dem Stein gezogen hat sondern Prinz Marcus von Anhalt "
331,Fritz sein Bart sieht nach 6 Tage survival besser aus als meiner nachm duschen
332,"Coole Folge wie immer, aber wo war jetzt die Rettung?"
333,"Schade, dass Sabrina schon raus ist. Ich hätte jetzt gerne mehr vom Dschungel gesehen. Bei ihr sah es am Interessantesten aus. Trotzdem grossen Respekt fürs Durchhalten bis hierhin!  "
334,Ich die niemals gedacht hätte das ihr Arbeitgeber Sponsor von 7vs.wild wird 
335,"Challenge für Krokodil:
Traue dich so nah an Otto heran dass du ein unbemerktes Selfie mit ihm machen kannst während er den Urlaub genießt."
336,"Hat Otto da grade den Zuschauern komplett authentisch vorgespielt, dass er ne persönliche Challenge mit dem Krokodil fotografieren bekommen hat? "
337,"48:09 ""wir haben uns reingehauen was wir wollten""
Die haben jeden Tag verdammte Nudeln gekocht xD"
338,"Trotzdem, sehr stark,von Sabrina. "
339,"Nova: Die 7 Tage kann Sabrina für mich übernehmen
Sabrina: ""Manetti ist raus"""
340,"Hast du super toll gemacht, wenn es keinen trocknen Platz gibt ist es nur vernünftig"
341,Riesen Respekt an Sascha mit nur einem Gegenstand so lange durchzuhalten!
342,"Knossi ist der Einzige, der Feuer hinbekommen hat,  daher klar der Gewinner dieser Challenge. Aber Joris fand ich auch super, ohne Feuer auf 60C zu kommen war schon eine stramme Leistung."
343,Super gemacht Sabrina 
344,Endlich mal ein guter Anfang
345,"Die Endgegner der verbliebenden Kandidaten:
Joris: Feuer
Otto: Rücken
Fritz: Mücken"
346,"Knossi ist König der Staffel für mich. Wenn man mal drüber nachdenkt wie überstrapaziert der Kopf durch die Situation sowieso schon ist und dann noch miese Zahnschmerzen oben drauf? Ich dreh bei Zahnschmerzen an sich schon durch, aber in so ner Situation trz noch durchhalten? Crazy. Bin komplett überrascht von Knossi."
347,"Sascha: Hält Elektronisches Gerät unter Salzwasser
Auch Sascha: WaRUm FunKTioNierT dAS nICht"
348,"großen Respekt an die Pflanze, die den Mut hatte, Otto anzugreifen."
349,"Joris herausragende Stärken: Logisches Denken mit kreativen Ideen kombinieren zu können. 
Er lässt sich nicht zu schnell aus der Ruhe bringen und begegnet herausfordernden oder überraschenden Situation mit mentaler Stärke.  Seine Motivation lässt sich nicht so schnell brechen. Emotionalen Tiefen überwindet er, indem er sich selbst positiv zuspricht. Eine seiner charakterlichen Eigenschaften würde ich als wohlüberlegte Begeisterungsfähigkeit bezeichnen. In ihm steckt zudem ein umfassendes Wissens-Repertoire."
350,Otto einfach heftiger Typ
351,Gute Folge mal wieder
352,"Knossi sollte nach der Aussage ""das ist wie Prinz Markus der das Schwert aus dem Stein zieht"" mein Geschichtelehrer werden"
353,Wie der Kolibri einfach aussieht wie eine Fee. Magisch und wunderschön die Natur 
354,"Die Reise der Krokodile:
Die Krokodile flüchteten vor Otto zu Sascha,aber sind nicht durch die Krokodilsicherung gekommen und dann zu Joris geschwommen,wo sie Treibholz gespielt haben."
355,"der mann mit dem feuerstahl fängt an bambus zu reiben . . . . 10/10 unterhaltung, alles richtig gemacht :) :)"
356,"Zum Glück war die Seahawk  2 als Back-up am Start, quasi als Schutzschirm für alles."
357,Schade das es zu wenig von Sascha zu sehen ist 
358,"Danke an das Team für eure krasse Arbeit !  ihr habt meinen absoluten Respekt, für alles was ihr leistet/ geleistet habt"
359,Top Leistung und nachvollziehbar von Sabrina 
360,"Relodiak, wurde von allen in der 1. Staffel unterschätzt, hat aber alle überrascht.
Knossi, wurde von allen in der 2. Staffel unterschätzt, ist eine mega Überraschung "
361,Heftige Rettung auf jeden Fall
362,31:00 Knossi Moderiert einfach als Kandidat. KNOSSI IST EINFACH DER KÖNIG.
363,Sascha bester Mann
364,Knossi ist einfach ein Mindset-Monster!
365,Weired wie glücklich Sabrina ist das sie vorzeitig abgeholt wird…
366,"Alter, krass das Otto eine eigene Krokodilaufgabe bekommt."
367,"Schaut mal bei 51:16 hinter Fritz, da schwimmt eine Schlange durch die Pfütze"
368,"Wer kennt die Legende von Prinz Markus und seinem Schwert, das er aus dem Stein gezogen hat, auch?"
369,"Also wer nicht sagt, dass Knossi hier über sich hinaus gestiegen ist, lebt in 'ner anderen Welt."
370,"Knossi: Ich hab mich den Dschungel angepasst!
Während er jeden Tag am Strand Chillt :P"
371,"Krass das knossi otto mit schmerzen durchhalten und fritz mit magendarm
riesen respekt "
372,"Respekt an Sabrina für die 6 Tage, ist echt crazy, ihr blieb aber auch nichts übrig kein ""trockener Spot"".. Starke Kämpferin!!"
373,Prinz Markus hat also das Schwert aus dem Stein gezogen! 
374,schöner Satz von Joris: Ich gebe alles was ich kann aber ich akzeptiere wenn ich nicht der Beste bin.
375,"Die Idee mit dem graben ist garnicht mal so schlecht, im Sommer nutze ich in Deutschland, auf der Baustelle, auch 40 cm tiefe Löcher die ca. 20x20 cm sind. 
Ob das aber in dieser Region funktionopelt kann ich nicht sagen.
Die Löcher grabe ich dann übrigens selbst schnell mal mit der Schippe. :)"
376,"Fritz: verfault in seiner Hängematte
Otto: wird zum militanten Veganer
Sascha: nicht alle Geräte sind wasserdicht
Knossi: Willenskraft"
377,Wer lächelnd und fröhlich die Insel verlässt - hat definitiv was falsch gemacht bzw das Konzept nicht verstanden und gelebt.
378,"Ich hätte mir halt gewünscht wenn schon Survival-/outdoor-Leute mit machen oder aber bei den Pfadfindern mal waren, dass sie sich auch durchbeißen und nicht freudestrahlend den Knopf drücken. Zumindest hab ich das Konzept so verstanden. Beide Frauen waren/sind wie ich finde noch super gut drauf. "
379,Sabrina hat einen Epischen Abgang gemacht
380,"Otto - erfindet einfach seine eigene Challenge
Sascha - ertränkt sein Thermometer
Joris - fühlt den Verlust seines Feuerstahls so gar nicht
Fritz - wird nur noch durch die Abholung motiviert"
381,Ist halt meine persönliche Meinung ich finde 1&1 ist das besste Internet was ich habe bin schon seid 2 Jahren da und war bestimmt schon bei 4 verschiedenen Internet Anbietern und mit 1&1 war ich immer zu frieden :) Und da zu 7 vs. Wild Panama wirkliche nice Staffel :)
382,Knossi dreht einfach komplett durch :D:D
383,"Sabrina hätte einfach sagen können, dass sie kein bock mehr hat.
Die Ausrede mit es wird zu gefährlich ist Bullshit, da ist es in jeder Ecke gefährlich "
384,Wie kommt Sascha auf die Idee dass das Gerät wasserdicht ist? Raff ich nicht 
385,"49:15
Fritz:
Es könnte allerdings noch schlimmer werden.
cut."
386,"Knossi beim Kokosnuss trinken ist etwa so wie Asterix und Obelix, wenn sie den Zaubertrank trinken "
387,So Gänsehaut jedes Mal beim Intro
388,Knossi schlägt sich ja von allen Kandidaten am besten. Was geht denn da ab? xD
389,Wer  hat auch erstmal gegoogelt wie viel Grad ein Feuer hat?
390,"1:22 h krass, kam mir vor wie 20 Min. Hut ab vor allen Kandidaten und dem Team. Allein das so zu schneiden, Wahnsinn. Höchsten Respekt auch an Sabrina, Shelter - zeitweise mit das Beste, Feuer - check, ohne Machete zum Bereinigen des Umfeldes für einen neuen Platz und an Tag 6 nach all den Strapazen, als sehr zierliche Frau, mega. Gute Entscheidung nichts weiter zu risikieren, ganz nach Sascha: Gesundheit ist das höchste Gut!"
391,Hahahaha wer kennts nicht das Schwert von Prinz Markus 
392,"Das mit Sabrina ist Schade. Andererseits gibt es jetzt mehr screen time von Knossi, Sascha, Fritz, Joris und Otto "
393,Wenn Fritz redet juckt mich das überall 
394,Die Transition ist 10/10!!
395,Knossi hätte auch beim Rauchen die Temperatur der Glut messen können hehe
396,Knossi peak performance! Sau stark
397,das mit der otto kroko challenge hab ich kurz echt geglaubt xDD
398,Otto hat mich einfach komplett hops genommen beim lesen der Challenge
399,"7 vs. Wild Staffel 1: alle Teilnehmer leiden, Thomas Gast: ""Das ist ein verlängerter Wochenendausflug!""
7 vs. Wild Staffel 2: Otto macht tatsächlich einen verlängerten Wochenendausflug auf der Insel"
400,"Sabrina, auch wenn es keine 7 Tage waren, du bist trotzdem meine Heldin! Du hast eine wahnsinnige Entwicklung hinter dir und hast trotz mehreren Tiefs und Schmerzen immer wieder neuen Mut gefasst und weitergemacht. Absolut inspirierend! Ich hätte dir gewünscht, dass du die 7 Tage schaffst, aber Sicherheit geht letzten Endes ganz klar vor. Du kannst stolz sein, auf das, was du erreicht hast! Vielen Dank, dass du uns mit auf deine Reise genommen hast :) Ich hoffe, wir bekommen noch alle Uncut-Aufnahmen von dir zu sehen. Ich freu mich drauf :)"
401,"Es ist kalt, nass und Hart... Ich hatte noch nie solche schwierigkeiten :D"
402,Der Moment wenn knossi die seahawk 2 im boot liegen sieht 
403,"vielleicht hat sabrina das shelter ja auch selber umgeworfen um einen Grund zu haben sich abholen zu lassen. Ist auch nicht so als hätte sie noch den ganzen Tag zeit gehabt um das ding wieder aufzustellen. wahrscheinlich hatte sie einfach keine lust mehr, genau wie nova. Aber immerhin sind die folgen jetzt spannender"
404,"Ich würde es sehr feiern, wenn die letzte Challenge daraus bestehen würde, dass jeder 1 Paket Müllsäcke bekommt und es darum geht, so viel Müll wie möglich zu sammeln, um diesen dann bei der Abholung mitzunehmen."
405,"wo Frizy im Bett liegt wärend es Regnet und das Tuch im Gesicht hat, sah kürz für mich wie ne self made Gasmaske aus :D
stile hat er"
406,Respekt an Sascha 6 Tage mit nur einem Messer
407,Hatte mich auf Powerfrauen gefreut aber das was die beiden geleistet haben war bodenlos peinlich. Sie verlässt die Insel weil ihr Shelter eingebrochen ist
408,"Ist es nicht verboten was anderes als das Kamerazeug in den Pack sack zu packen? So könnte man jedes mal bei Regen seine ganze Kleidung da reinstopfen, bin mir recht sicher das das nicht erlaubt war. Trotzdem entertaint Knossi unglaublich auch wenn er das nicht denkt. Viel spannender als manch anderer. Einfach Hammer wie er trotz dieser Schmerzen durchzieht. Aber auch Sascha mit seiner Übelkeit seit Tag 1, wahsinn."
409,Starlet Nova war wenigstens ehrlich. Bin echt enttäuscht von Sabrina.
